N,P,K,temperature,ph,label
2,38,18,27.53632932,6.62,mungbean
9,48,20,29.66461594,6.38,mungbean
37,49,25,29.9145443,6.42,mungbean
36,38,15,28.36363858,6.32,mungbean
40,58,15,29.46416042,6.98,mungbean
30,44,16,29.73013036,6.44,mungbean
1,59,23,27.46852989,7.18,mungbean
9,48,22,27.77076285,6.4,mungbean
14,41,17,29.12939524,7.09,mungbean
35,52,19,27.10606808,6.7,mungbean
31,48,17,28.88078945,6.59,mungbean
4,41,20,28.14720892,6.65,mungbean
30,37,25,29.89129144,7.12,mungbean
9,35,20,27.41503453,6.91,mungbean
20,41,20,29.27308605,7.07,mungbean
37,50,23,29.65296893,6.53,mungbean
34,35,21,28.44524991,6.68,mungbean
14,37,15,27.96235681,6.58,mungbean
23,39,22,29.25649321,6.86,mungbean
5,45,21,28.36291385,6.49,mungbean
22,37,20,27.62749466,6.61,mungbean
40,51,17,28.66086349,6.86,mungbean
27,56,20,29.2114218,6.42,mungbean
31,40,22,29.40889385,6.37,mungbean
38,36,21,28.02952623,6.56,mungbean
6,37,17,28.08657178,6.76,mungbean
6,47,18,29.16174608,6.72,mungbean
24,44,17,29.8596912,6.67,mungbean
25,59,19,29.06631494,6.63,mungbean
32,56,21,27.38538997,6.7,mungbean
8,45,18,27.93034941,7.01,mungbean
19,39,17,29.2808618,6.89,mungbean
39,37,15,28.9973145,6.82,mungbean
33,37,19,27.92678579,7.18,mungbean
26,54,17,28.5474135,6.27,mungbean
21,51,15,29.36488409,6.68,mungbean
22,54,20,28.56149805,6.69,mungbean
29,45,16,28.43683487,6.58,mungbean
4,40,21,28.79728147,6.73,mungbean
10,37,22,28.7275267,7.07,mungbean
4,44,19,27.95639663,6.92,mungbean
20,45,17,28.17458662,6.77,mungbean
23,45,23,28.77653519,6.98,mungbean
25,48,21,28.438097,6.27,mungbean
56,79,15,29.48439992,7.45,blackgram
25,62,21,26.73433965,7.04,blackgram
42,61,22,26.27274407,7.42,blackgram
42,73,25,34.03679184,6.5,blackgram
44,58,18,28.03644051,6.81,blackgram
50,55,16,28.81460716,7.58,blackgram
35,72,21,34.03619494,7.74,blackgram
30,64,20,33.8642935,6.57,blackgram
27,64,21,32.84213012,7.54,blackgram
50,74,17,27.10053268,6.54,blackgram
39,73,24,25.65842532,7.22,blackgram
57,67,25,32.34744009,7.55,blackgram
52,63,19,29.58949031,6.93,blackgram
55,66,22,30.91219459,7.75,blackgram
51,56,18,28.12787838,6.71,blackgram
36,66,15,30.08545364,6.67,blackgram
59,55,19,31.74379487,7.33,blackgram
50,58,23,27.81326852,7.6,blackgram
30,65,25,32.88733849,7.71,blackgram
20,62,18,29.36358721,7.37,blackgram
58,71,15,27.82592799,6.92,blackgram
25,71,24,28.49538735,7.19,blackgram
52,71,16,27.74274761,7.08,blackgram
40,63,18,30.41588462,6.74,blackgram
20,60,25,27.3254209,6.73,blackgram
48,61,21,30.28496619,6.63,blackgram
49,68,22,28.56840626,7.13,blackgram
48,62,15,25.36586097,7.54,blackgram
32,66,17,34.9466155,7.16,blackgram
21,63,22,25.09737391,6.86,blackgram
20,72,19,32.47648301,7.4,blackgram
25,65,21,33.86351172,6.88,blackgram
41,78,21,25.19857725,6.58,blackgram
53,67,17,31.77681682,7.3,blackgram
39,60,21,34.89814946,6.97,blackgram
25,76,17,31.74105409,7.24,blackgram
21,78,19,27.16159076,6.92,blackgram
57,60,17,26.23773129,7.5,blackgram
56,75,15,30.20157245,7.15,blackgram
49,72,15,31.55846339,7.14,blackgram
24,80,19,29.67892453,6.81,blackgram
49,76,18,27.05365239,7.39,blackgram
28,68,19,34.63880966,7.7,blackgram
55,78,21,33.39438752,6.6,blackgram
50,64,25,28.84079155,6.73,blackgram
34,80,19,31.49338309,6.52,blackgram
20,68,23,25.54960633,7.71,blackgram
55,67,16,34.37329112,6.6,blackgram
23,70,15,34.6008247,7.4,blackgram
53,74,15,29.43463808,7.52,blackgram
26,67,16,29.10713092,7.18,blackgram
33,80,22,28.57006111,6.59,blackgram
37,79,19,27.54384835,7.14,blackgram
33,75,21,33.04687968,6.69,blackgram
22,55,20,33.95309131,7.42,blackgram
20,68,17,30.11873003,6.58,blackgram
43,68,20,29.57812712,7.5,blackgram
44,76,22,27.26458947,7.78,blackgram
34,60,16,31.35730791,7.32,blackgram
21,72,17,31.52104732,7.58,blackgram
25,68,19,29.39982732,7.11,blackgram
41,62,15,29.38400259,7.36,blackgram
28,65,23,28.38686534,7.41,blackgram
35,64,15,28.47442276,6.5,blackgram
52,58,16,30.64095781,7.17,blackgram
58,75,25,25.25596239,7.26,blackgram
34,66,19,32.97030511,7.59,blackgram
52,70,16,33.66855394,7.53,blackgram
23,57,19,32.83963757,7.25,blackgram
42,58,25,27.45853567,6.51,blackgram
37,62,17,25.68576704,7.12,blackgram
44,75,22,30.0328403,7.57,blackgram
21,80,20,28.20667264,7.35,blackgram
56,76,16,28.27265858,7.51,blackgram
29,76,15,28.5417236,7.03,blackgram
43,61,20,26.87187036,6.8,blackgram
55,60,15,32.79766751,7.16,blackgram
44,63,15,26.42333018,7.34,blackgram
29,67,21,29.79181107,6.62,blackgram
47,63,16,27.44003279,6.66,blackgram
40,68,17,34.1262979,7.73,blackgram
58,61,15,30.94908189,7.4,blackgram
41,74,18,28.75751783,6.6,blackgram
58,79,17,27.24766491,7.04,blackgram
27,62,24,28.63005477,7.35,blackgram
27,60,17,26.41768321,7.03,blackgram
52,65,20,32.81705216,6.81,blackgram
44,55,25,29.6321052,7.42,blackgram
21,62,24,33.49077065,6.85,blackgram
60,59,22,31.86847286,7.19,blackgram
33,77,21,30.32992227,7.01,blackgram
59,58,17,28.546224,7.37,blackgram
29,63,17,30.02629908,7.26,blackgram
59,63,18,31.65531175,6.53,blackgram
29,70,15,30.33499674,6.87,blackgram
58,73,16,33.36984395,6.87,blackgram
55,77,22,31.4345059,7.76,blackgram
42,79,23,27.71678273,6.78,blackgram
44,77,21,32.63918668,7.33,blackgram
38,62,25,32.7477393,7.45,blackgram
32,76,15,28.05153602,7.6,lentil
13,61,22,19.44084326,7.73,lentil
38,60,20,29.84823072,7.49,lentil
11,74,17,21.36383757,6.63,lentil
37,71,16,26.28663931,7.32,lentil
29,71,18,22.17499963,6.41,lentil
2,72,18,26.57597546,7.84,lentil
6,59,21,26.58972517,6.14,lentil
13,64,20,19.1345771,6.59,lentil
8,58,17,28.75273118,7.29,lentil
6,77,20,25.78746268,6.06,lentil
2,75,22,23.89271875,6.66,lentil
3,69,23,28.67408774,7.3,lentil
27,80,24,28.42062847,7.82,lentil
39,78,15,21.35499456,5.93,lentil
40,79,17,21.12695586,6.4,lentil
37,62,22,24.02037872,7.4,lentil
31,60,24,25.40474421,7.72,lentil
22,67,22,29.03017561,7.48,lentil
3,78,18,20.21368219,6.89,lentil
4,80,16,29.19585548,7.44,lentil
13,61,24,18.29783597,7.63,lentil
12,66,20,27.41434987,7.34,lentil
4,61,21,24.84063998,6.75,lentil
9,60,21,29.94413861,7.52,lentil
18,66,22,25.87990287,6.35,lentil
32,56,18,20.0467711,7.14,lentil
6,72,15,22.99451999,7.67,lentil
15,77,20,25.13163619,7.4,lentil
0,65,24,28.49584395,7.84,lentil
30,79,22,18.28766124,6.25,lentil
3,63,16,24.38041875,6.87,lentil
2,78,23,21.31852148,7.32,lentil
10,78,18,18.54141834,6.3,lentil
14,67,25,25.28710601,7.24,lentil
39,65,23,25.43459777,7.69,lentil
19,72,15,28.83600962,6.89,lentil
18,57,21,27.37659643,6.16,lentil
31,58,15,28.31886863,6.17,lentil
28,58,25,27.4818649,6.86,lentil
5,65,19,18.28072173,6.98,lentil
16,65,19,27.61204997,7.04,lentil
34,65,19,23.43974653,5.94,lentil
14,69,19,20.95628486,7.24,lentil
22,55,16,23.7937153,6.52,lentil
24,61,17,22.6371424,6.23,lentil
2,79,15,21.53577883,7.51,lentil
26,63,17,29.87854588,6.95,lentil
27,61,15,25.2653291,6.96,lentil
24,70,16,25.17885316,6.55,lentil
13,74,25,24.12192608,6.46,lentil
6,64,23,23.33565221,7.07,lentil
12,58,23,21.74600081,6.77,lentil
32,79,22,27.60195453,5.92,lentil
6,68,18,24.388717,6.71,lentil
10,79,20,24.98287462,6.38,lentil
38,77,22,28.234829,6.31,lentil
17,74,17,26.03026959,7.39,lentil
26,68,24,28.04849594,7.5,lentil
23,75,17,24.87425505,7.2,lentil
32,78,22,23.97081395,7.01,lentil
19,79,19,20.06003985,6.68,lentil
22,60,18,19.59221047,6.74,lentil
28,69,16,29.77013109,6.55,lentil
1,67,21,27.52135365,6.55,lentil
12,67,23,25.62896213,6.59,lentil
36,67,20,20.39078312,6.92,lentil
28,70,21,25.39038396,7.44,lentil
12,71,19,24.91079638,7.14,lentil
22,68,16,27.70496805,7.75,lentil
26,66,22,18.06486101,6.3,lentil
16,65,16,18.13027797,6.08,lentil
14,59,22,23.82723528,6.77,lentil
33,59,19,23.19305333,7.64,lentil
21,63,17,25.08966129,6.56,lentil
0,69,21,25.86928193,7.07,lentil
10,75,17,18.43966037,7.73,lentil
30,61,18,27.14911056,6.16,lentil
0,74,17,23.33375853,7.24,lentil
35,74,22,26.7230014,6.9,lentil
7,63,24,19.55750776,6.82,lentil
9,56,17,26.13708256,6.26,lentil
14,74,15,27.99990346,6.49,lentil
14,76,20,29.05941162,7.04,lentil
36,65,16,25.71269843,7.69,lentil
28,67,21,21.79792649,6.25,lentil
28,79,16,24.70626432,6.05,lentil
40,61,22,20.94981756,7,lentil
10,70,19,24.84918386,7.27,lentil
12,80,19,21.91041045,5.96,lentil
37,77,20,25.93381964,7.08,lentil
0,67,22,29.82112112,6.59,lentil
7,73,25,27.52185591,7.29,lentil
10,56,18,27.99627907,7.33,lentil
39,70,15,20.76774783,6.37,lentil
26,56,22,23.05276444,7.01,lentil
9,77,17,21.65845777,6.28,lentil
4,59,19,26.25070298,7.62,lentil
34,73,15,20.97195263,7.63,lentil
33,77,15,23.89736406,7.8,lentil
2,24,38,24.55981624,5.92,pomegranate
6,18,37,19.65690085,5.94,pomegranate
8,26,36,18.78359608,6.8,pomegranate
37,18,39,24.1469628,6.42,pomegranate
0,27,38,22.44581266,6.74,pomegranate
31,25,38,24.96273236,6.5,pomegranate
21,21,38,22.5526059,6.33,pomegranate
6,30,40,22.77035608,6.36,pomegranate
25,27,41,19.20090378,6.92,pomegranate
15,11,38,23.12808226,6.63,pomegranate
14,5,36,24.92639065,5.83,pomegranate
16,10,41,24.77464458,6.74,pomegranate
36,7,37,19.8671184,5.78,pomegranate
4,20,41,24.26601316,6.54,pomegranate
29,22,40,23.62600218,6.15,pomegranate
16,15,42,19.67832052,6.89,pomegranate
18,27,41,22.36509395,7.18,pomegranate
11,18,42,21.57936934,5.94,pomegranate
5,15,38,18.26233221,5.71,pomegranate
18,23,44,23.71028128,6.18,pomegranate
9,8,40,22.48720144,6.55,pomegranate
40,27,45,21.6602498,5.89,pomegranate
22,23,44,20.13037175,6.14,pomegranate
9,16,39,18.41164435,6.1,pomegranate
12,29,40,19.68291173,6.59,pomegranate
0,17,42,23.20242586,6.86,pomegranate
2,21,44,18.92157197,6.57,pomegranate
28,6,40,22.10621387,6.77,pomegranate
8,23,44,18.47412402,7.13,pomegranate
29,16,36,19.81069447,5.74,pomegranate
17,18,43,24.4880844,5.84,pomegranate
34,21,42,18.75927679,6.65,pomegranate
21,23,42,19.54128063,6.9,pomegranate
25,17,40,18.91251245,6.61,pomegranate
8,25,36,19.91330523,6.83,pomegranate
26,18,42,19.72620525,6.91,pomegranate
4,19,42,23.83185873,6.31,pomegranate
36,24,41,24.94467632,7.01,pomegranate
5,24,40,24.692258,6.3,pomegranate
19,17,39,24.72485577,6.73,pomegranate
39,30,38,20.12644921,6.97,pomegranate
5,29,44,21.02432943,5.58,pomegranate
4,24,43,22.40423537,7.2,pomegranate
38,21,35,20.33691147,5.84,pomegranate
37,11,36,24.24779615,6.71,pomegranate
9,25,41,24.81530144,5.97,pomegranate
29,22,43,19.66329768,5.56,pomegranate
5,21,38,22.43377991,6.11,pomegranate
22,26,38,22.92052307,6.99,pomegranate
4,18,37,22.91843172,7.13,pomegranate
21,6,41,24.88244467,7.09,pomegranate
29,21,45,23.40981539,6.75,pomegranate
23,5,44,21.20725375,7.16,pomegranate
13,7,43,18.20230419,7.01,pomegranate
5,13,37,22.34375696,5.65,pomegranate
27,24,41,24.32770134,6.61,pomegranate
7,23,35,19.75088482,7.05,pomegranate
12,20,39,19.86173586,6.03,pomegranate
4,19,43,18.07132963,5.78,pomegranate
3,9,45,23.89162561,6.54,pomegranate
1,27,36,23.98598756,5.68,pomegranate
23,30,44,20.93892916,6.12,pomegranate
24,21,42,20.82210727,7,pomegranate
13,30,37,20.86474944,6.28,pomegranate
40,11,44,24.45840036,6.32,pomegranate
21,9,40,24.51147697,5.96,pomegranate
3,27,44,24.56811204,6.59,pomegranate
40,29,42,24.63228709,7.1,pomegranate
14,25,40,20.07386547,6.41,pomegranate
38,14,37,21.80523051,6.66,pomegranate
34,9,36,22.8122645,6.28,pomegranate
32,14,37,22.73031253,6.83,pomegranate
18,21,35,23.2801227,6.37,pomegranate
8,23,38,19.30106297,7.01,pomegranate
15,6,41,19.0087067,6.9,pomegranate
0,5,36,24.35193812,6.15,pomegranate
22,9,44,24.72235539,5.74,pomegranate
14,8,43,21.92513945,7.05,pomegranate
31,11,45,24.83954414,6.03,pomegranate
39,17,45,18.09691127,6.92,pomegranate
10,5,42,20.24104904,6.89,pomegranate
8,28,38,23.22594,6.84,pomegranate
32,13,42,23.50128217,5.79,pomegranate
18,9,40,19.44623085,5.63,pomegranate
20,27,41,20.51343484,5.7,pomegranate
39,25,36,18.90223032,5.57,pomegranate
20,7,45,18.90592319,6.08,pomegranate
11,10,45,22.63045168,6.4,pomegranate
40,18,43,19.38603815,5.77,pomegranate
3,26,39,24.38318965,7.08,pomegranate
9,16,36,23.77989026,5.89,pomegranate
30,20,38,22.59890174,7.06,pomegranate
40,9,41,24.37766782,5.78,pomegranate
40,30,35,20.89273273,6.27,pomegranate
32,25,35,18.09903225,5.89,pomegranate
33,23,45,20.00218987,7.12,pomegranate
4,14,41,19.85139326,6.43,pomegranate
13,17,45,21.25433607,7.16,pomegranate
39,24,39,23.65374106,6.43,pomegranate
8,28,37,23.88404783,6.08,pomegranate
91,94,46,29.36792366,6.15,banana
105,95,50,27.33368994,5.85,banana
108,92,53,27.40053601,6.28,banana
86,76,54,29.3159075,5.93,banana
80,77,49,26.05433004,5.52,banana
93,94,53,25.86632408,6.08,banana
90,92,55,27.00932084,6.13,banana
108,89,53,29.55054817,5.81,banana
108,88,55,26.28845991,5.89,banana
105,77,52,29.16226551,5.82,banana
118,88,52,28.65003945,5.84,banana
101,87,54,29.07311132,6.38,banana
95,75,50,28.08166093,5.62,banana
106,85,53,27.1994597,5.92,banana
86,95,49,28.05484146,6.46,banana
83,79,55,25.14748006,5.57,banana
85,95,47,25.94019018,6.21,banana
109,79,45,27.66752761,6.49,banana
100,76,45,25.56703012,5.59,banana
117,86,48,28.6956201,6.23,banana
114,94,53,26.33544853,6.19,banana
110,78,50,25.93730186,5.92,banana
94,70,48,25.13686519,6.2,banana
80,71,47,27.50527651,6.16,banana
114,79,51,26.21009246,6.31,banana
88,78,45,29.10403455,6.32,banana
112,73,48,29.2440638,5.71,banana
117,76,47,25.56202173,6.12,banana
111,87,48,26.3985515,5.57,banana
89,83,47,28.09577643,5.63,banana
93,91,47,27.84767901,6.1,banana
92,81,52,27.39341554,6.44,banana
105,74,45,25.14517635,6.1,banana
102,71,48,28.65456263,5.7,banana
94,91,51,29.16093424,5.62,banana
116,71,47,27.57278064,6.44,banana
117,79,49,25.40909896,6.18,banana
119,72,55,25.99069521,6.22,banana
99,73,53,26.29039046,5.87,banana
91,84,52,29.14827211,6.39,banana
80,90,47,26.59743595,6.21,banana
101,70,48,25.36059237,6.01,banana
108,89,53,29.12036889,5.91,banana
100,80,52,27.53911354,6.05,banana
109,91,53,29.66727337,6.01,banana
82,78,46,25.05802193,5.74,banana
106,70,55,25.86824781,5.74,banana
90,86,52,25.85036988,5.79,banana
83,95,50,26.51682337,5.51,banana
119,90,48,28.66725136,5.99,banana
107,72,45,28.14938935,5.79,banana
116,81,55,26.42313317,5.92,banana
101,75,50,26.59386409,6.24,banana
93,81,50,27.71822477,6.04,banana
95,75,45,28.98333432,5.83,banana
107,71,55,29.42017919,6.09,banana
83,94,47,27.39872329,6.47,banana
102,73,54,26.4020227,5.72,banana
86,79,45,27.81251452,5.81,banana
117,86,53,25.19640218,5.7,banana
111,79,53,28.31193338,6.17,banana
95,74,50,25.90113128,6,banana
91,75,55,27.48612983,6.21,banana
93,83,46,29.38254012,5.77,banana
92,85,51,29.22118628,5.74,banana
104,80,54,27.09062164,5.88,banana
103,72,51,26.12643374,6.1,banana
92,75,45,29.01207743,5.67,banana
93,85,49,27.96799119,5.69,banana
120,87,52,28.0764455,5.91,banana
108,72,46,25.16278237,6.11,banana
105,88,54,25.78749808,6.02,banana
98,79,50,25.34119774,6.44,banana
111,88,55,29.44795403,5.51,banana
97,74,45,26.47522633,5.68,banana
95,82,48,27.39489579,5.72,banana
89,91,55,25.08347445,6.28,banana
89,85,55,26.6719835,6.28,banana
118,88,51,25.44926208,6.2,banana
101,92,45,28.22776705,5.76,banana
99,92,47,28.1279509,6.32,banana
82,77,46,28.9470467,5.9,banana
90,86,55,27.96236771,5.64,banana
95,88,52,28.00316034,6.24,banana
104,73,46,29.1400919,6.28,banana
102,73,52,27.9122104,6.36,banana
100,74,52,25.43480512,5.84,banana
94,89,48,28.55980972,5.65,banana
99,70,46,26.59580783,5.73,banana
112,87,48,27.19711623,6.2,banana
117,82,45,25.29391516,5.61,banana
96,86,51,29.90888522,6.26,banana
113,85,45,27.94972463,6.04,banana
105,93,46,25.01018457,5.76,banana
85,89,51,29.21144871,6.16,banana
108,94,47,27.35911627,6.39,banana
92,81,52,28.0106804,5.89,banana
110,71,54,28.67208915,5.73,banana
82,75,55,27.34585147,6.28,banana
117,81,53,29.50704598,5.51,banana
2,40,27,29.73770045,5.95,mango
39,24,31,33.55695561,4.76,mango
21,26,27,27.00315545,5.7,mango
25,22,25,33.56150184,5.98,mango
0,21,32,35.89855625,6.43,mango
20,19,35,34.17719782,6.11,mango
19,21,34,30.01592643,5.07,mango
18,17,31,31.74592134,5.67,mango
11,36,33,35.99009679,5.98,mango
30,28,30,31.86641378,5.06,mango
18,19,27,27.75518664,4.77,mango
23,23,27,34.72413192,5.16,mango
37,30,34,27.53907547,6.8,mango
11,27,30,27.69637763,6.39,mango
12,19,31,27.25373364,5.57,mango
3,28,33,30.33723921,5.76,mango
37,38,32,31.85744939,5.42,mango
26,37,30,35.39986338,6.17,mango
14,18,30,29.80747243,5.19,mango
40,16,35,34.16438906,4.95,mango
4,20,25,28.93270187,5.66,mango
36,25,33,27.98392787,5.55,mango
30,17,31,31.20478173,6.8,mango
28,37,28,32.13409675,6.1,mango
38,15,30,28.91862016,5.08,mango
12,37,30,31.09779147,4.55,mango
38,19,31,34.73823882,5.86,mango
8,33,29,29.98080499,6.44,mango
15,27,28,33.80398664,4.51,mango
34,16,25,30.07202564,6.11,mango
11,36,31,27.92063282,6.48,mango
33,29,34,31.40948821,6.83,mango
12,31,26,35.7877738,5.4,mango
12,34,28,33.36140093,6.14,mango
5,16,31,35.96054636,4.56,mango
1,30,29,28.33333307,6.43,mango
16,35,31,32.27652024,5.32,mango
35,18,26,31.99490489,5.28,mango
4,40,26,27.58258929,6.72,mango
9,29,34,29.38471637,5.73,mango
2,38,33,32.38697531,4.69,mango
26,32,32,30.91471455,6.81,mango
34,38,31,35.37775595,6.45,mango
5,32,33,32.32362177,5.84,mango
31,29,26,28.22373428,5.02,mango
34,34,35,27.27433181,6.42,mango
36,19,32,27.10710832,4.94,mango
7,17,26,34.89226666,6.41,mango
38,15,27,33.7462686,6.78,mango
5,19,25,27.3511056,6.44,mango
37,36,26,32.89300162,4.65,mango
21,31,32,35.38598705,5.25,mango
37,36,27,27.5529736,5.91,mango
23,23,30,32.82141065,4.76,mango
36,26,26,30.17294105,6.81,mango
24,33,35,29.26382931,5.34,mango
26,18,30,32.06097197,6.34,mango
22,17,26,28.69818144,4.75,mango
11,34,32,29.14305008,6.83,mango
29,35,28,28.3471611,6.97,mango
22,28,26,27.67256197,4.95,mango
23,24,32,28.1218093,5.63,mango
1,35,34,30.79375683,6.27,mango
2,24,34,28.89409382,6.47,mango
39,37,25,33.33024826,6.95,mango
15,36,27,27.78912455,5.64,mango
3,18,31,31.65333432,6.39,mango
8,38,32,29.75150773,4.98,mango
33,31,34,31.32995611,5.42,mango
14,29,32,35.63627319,6.94,mango
18,20,26,31.66524687,5.44,mango
9,21,32,32.26935342,5.87,mango
20,30,27,27.81005614,4.75,mango
9,38,25,34.58561471,5.5,mango
26,24,34,31.27180992,6.81,mango
31,36,29,33.93679864,6.46,mango
14,18,35,31.09154239,4.79,mango
40,16,35,31.89356292,6.48,mango
28,27,34,32.45465292,6.53,mango
0,17,30,35.47478322,6.28,mango
1,29,29,27.32961444,6.05,mango
2,36,31,30.90225239,5.73,mango
12,27,26,29.09382275,5.32,mango
7,28,35,30.02086169,4.67,mango
0,36,26,34.13072188,5.1,mango
26,35,31,33.44619894,5.34,mango
27,21,30,35.3915464,5.06,mango
22,38,31,31.53356352,5.82,mango
22,18,31,30.7645515,5.96,mango
28,23,28,30.01821337,5.68,mango
7,31,27,31.32863689,6.52,mango
29,34,26,33.88004781,6.27,mango
8,37,33,28.07802689,6.13,mango
39,16,27,35.53845018,4.93,mango
40,24,25,28.70595247,5.45,mango
19,38,26,31.48451729,4.53,mango
21,21,30,27.69819273,5.4,mango
22,18,33,30.41235793,6.62,mango
31,20,30,32.17752026,6.21,mango
18,26,31,32.6112614,5.42,mango
24,130,195,29.99677232,6.11,grapes
13,144,204,30.7280404,6.09,grapes
22,123,205,32.44577836,5.9,grapes
36,125,196,37.46566825,6.16,grapes
24,131,196,22.03296178,5.73,grapes
2,123,198,39.64851881,6.25,grapes
35,140,197,16.77557314,6.11,grapes
11,122,195,12.14190714,5.65,grapes
6,123,203,12.7567962,6.13,grapes
17,134,204,39.04071989,6.5,grapes
25,130,197,39.70772192,5.55,grapes
27,145,205,9.467960445,5.8,grapes
9,122,201,29.58748357,5.57,grapes
16,139,203,17.82803682,6.28,grapes
32,141,204,8.825674745,5.54,grapes
22,138,195,27.83487131,6.21,grapes
31,144,202,11.02105378,5.87,grapes
3,136,205,17.5862944,6.33,grapes
28,122,197,19.89363946,5.86,grapes
4,136,204,29.93707596,5.9,grapes
39,145,201,36.73126647,5.78,grapes
38,132,197,20.42094753,5.93,grapes
36,133,198,25.51939719,6.23,grapes
25,121,201,30.50734778,5.59,grapes
15,125,199,18.4269936,5.57,grapes
24,140,205,12.087022,5.93,grapes
13,132,203,23.60115364,6.42,grapes
5,126,197,12.80000387,6.42,grapes
30,120,200,38.06099482,6.23,grapes
23,142,197,39.06555518,6,grapes
26,135,203,33.78372897,5.69,grapes
7,126,203,16.76201707,5.66,grapes
32,139,198,35.89307536,6.36,grapes
9,141,202,21.01245395,6.12,grapes
20,142,196,10.89875873,6.21,grapes
32,129,201,16.36251869,6.49,grapes
3,134,199,20.28370163,5.82,grapes
38,138,204,25.11108456,6.33,grapes
14,131,198,33.4641162,5.56,grapes
20,122,204,11.7976469,6.49,grapes
40,126,201,11.36300891,6.12,grapes
36,128,204,25.23542319,5.7,grapes
11,132,197,15.99050693,5.73,grapes
0,137,195,22.4359017,6.33,grapes
19,123,200,34.76086052,6.17,grapes
31,136,197,31.11047251,5.65,grapes
4,134,200,28.57828803,5.84,grapes
39,139,201,41.18664903,5.54,grapes
8,127,196,27.02766138,5.83,grapes
39,138,203,21.19339319,6.4,grapes
32,120,204,10.38004759,6.14,grapes
12,142,203,31.3115978,5.97,grapes
8,133,195,20.46657776,6.46,grapes
8,139,199,29.36947679,6.34,grapes
21,134,202,10.72302459,6.43,grapes
40,140,195,14.97846952,6.29,grapes
39,127,202,15.3246651,6.48,grapes
19,120,195,18.73932187,5.93,grapes
21,139,201,19.3642553,5.98,grapes
17,136,195,41.20733624,6.39,grapes
33,139,203,33.34214482,5.69,grapes
22,133,201,23.81995682,6,grapes
32,130,196,40.66012294,6.37,grapes
37,135,205,11.82768186,5.51,grapes
15,140,195,13.28504331,5.7,grapes
39,132,196,35.83089092,5.78,grapes
40,121,199,26.18159716,6.32,grapes
40,132,202,24.57558351,5.97,grapes
29,142,203,29.67229086,5.89,grapes
32,121,199,39.37102553,6.13,grapes
6,140,205,17.66558428,6.31,grapes
8,120,196,24.06679352,6.05,grapes
34,133,202,15.31413469,5.8,grapes
35,135,199,21.77466746,6.4,grapes
